Supplier_Name,PWSID,Hydrologic_Region,County,Reporting_Month,Days-in-Month,Mandatory Restrictions,Days_Allowed/Week,Actions_Implemented,Current_Production,2013_Production,CII,Current_Ag,2013_Ag,Current_Recycled,Current_Non-revenue,Units,Population_Served,Percent_Residential_Use,R_GPCD_Reported ,R-GPCD_Calculated,Ag_Cert,Current_Production_Calculated,2013_Production_Calculated,Percent_Reduction,Complaints,Follow-ups,Warnings,Penalties_Rate,Penalties_Other,ID
Whittier  City of,CA1910173,South Coast,LOS ANGELES,11/15/2015 0:00,30,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",552.08,628.41,96.37,,,4.67,55.2,AF,49954,72.00%,86.42,86,,179869989,204634697,12.10%,4,4,4,,0,598-1511
Whittier  City of,CA1910173,South Coast,LOS ANGELES,10/15/2015 0:00,31,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget",611.35,757.62,220.17,,,5.18,61.13,AF,49954,72.00%,92.62,93,,199095223,246995383,19.40%,5,5,5,,0,598-1510
Whittier  City of,CA1910173,South Coast,LOS ANGELES,9/15/2015 0:00,30,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation program budget",623.5,795.91,103.98,,,5.18,62.35,AF,49954,72.00%,97.61,98,,203331292,259377737,21.60%,11,11,11,,0,598-1509
Whittier  City of,CA1910173,South Coast,LOS ANGELES,8/15/2015 0:00,31,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation program budget",685.04,887.35,124.54,,,5.67,68.5,AF,49954,72.00%,103.77,104,,223208229,289030218,22.80%,15,15,15,,0,598-1508
Whittier  City of,CA1910173,South Coast,LOS ANGELES,7/15/2015 0:00,31,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation program budget",659.04,871.12,93.9,,,5.86,65.9,AF,49954,72.00%,99.84,100,,214736092,283816595,24.30%,4,4,4,,,598-1507
Whittier  City of,CA1910173,South Coast,LOS ANGELES,6/15/2015 0:00,30,Yes,3,,591.72,690.34,113.97,,,4.25,59.17,AF,49954,72.00%,92.63,93,,192904046,224837486,14.20%,5,5,5,,0,598-1506
Whittier  City of,CA1910173,South Coast,LOS ANGELES,5/15/2015 0:00,31,Yes,3,,527.3,803.4,99.76,,,4.9,,AF,49954,72.00%,79.88,80,,171723703,261658697,34.40%,5,5,5,,0,598-1505
Whittier  City of,CA1910173,South Coast,LOS ANGELES,4/15/2015 0:00,30,No,7,,699.73,891.47,,,,1221,69.97,AF,49954,78.00%,118.67,119,,228096000,290333623,21.40%,5,5,5,,0,598-1504
Whittier  City of,CA1910173,South Coast,LOS ANGELES,3/15/2015 0:00,31,No,,,636.21,520.11,,,,1880,,AF,49954,78.00%,104.41,104,,207241509,169442743,-22.30%,,,,,,598-1503
Whittier  City of,CA1910173,South Coast,LOS ANGELES,2/15/2015 0:00,28,No,,,575.31,471.94,,,,370,,AF,48200,79.00%,109.73,110,,187364572,153801874,-21.80%,,,,,,598-1502
Whittier  City of,CA1910173,South Coast,LOS ANGELES,1/15/2015 0:00,31,No,,,511.42,559.76,,,,1804,,AF,48200,78.00%,86.99,87,,166510080,182476800,8.80%,,,,,,598-1501
Whittier  City of,CA1910173,South Coast,LOS ANGELES,12/15/2014 0:00,31,No,,,459.46,588.98,,,,1978,,AF,48200,78.00%,78.15,78,,149565806,191926492,22.10%,,,,,,598-1412
Whittier  City of,CA1910173,South Coast,LOS ANGELES,11/15/2014 0:00,30,No,,,596.56,645.85,,,,3614,2.09,AF,48200,78.00%,101.47,105,,194533303,210500023,7.60%,,,,,,598-1411
Whittier  City of,CA1910173,South Coast,LOS ANGELES,10/15/2014 0:00,31,Yes,,,683,757,,,,,,AF,65000,76.00%,89.43,84,,222556526,246669532,9.80%,,,,,,598-1410
Whittier  City of,CA1910173,South Coast,LOS ANGELES,9/15/2014 0:00,30,Yes,,,795,795,,,,,,AF,65000,77.00%,93,102,,259051886,259051886,0.00%,,,,,,598-1409
Whittier  City of,CA1910173,South Coast,LOS ANGELES,8/15/2014 0:00,31,No,,,786,887,,,,,,AF,48200,53.00%,,91,,256119223,289030218,11.40%,,,,,,598-1408
Whittier  City of,CA1910173,South Coast,LOS ANGELES,7/15/2014 0:00,31,,,,1045,871,,,,,,AF,48200,53.00%,,121,,340514743,283816595,-20.00%,,,,,,598-1407
Whittier  City of,CA1910173,South Coast,LOS ANGELES,6/15/2014 0:00,30,No,,,944,690,,,,,,AF,48200,53.00%,,113,,307603749,224837486,-36.80%,,,,,,598-1406
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,4/15/2016 0:00,30,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",370.62,476.13,111.19,0,0,5.33,,AF,45802,60.00%,52.74,53,,120890880,155105280,22.10%,16,12,12,0,0,601-1604
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,9/15/2014 0:00,30,Yes,,,481,523,,,,,,AF,45473,60.00%,70,69,,156734537,170420297,8.00%,,,,,,601-1409
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,8/15/2014 0:00,31,Yes,,,498,547,,,,,,AF,45119,60.00%,,70,,162274012,178240732,9.00%,,,,,,601-1408
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,3/15/2016 0:00,31,Yes,2,"Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",322.46,422.61,96.74,0,0,4.06,,AF,45802,60.00%,44.4,44,,104924160,137835154,23.90%,29,27,17,0,0,601-1603
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,2/15/2016 0:00,29,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",314.55,345.65,94.37,0,0,,,AF,45802,60.00%,46.3,46,,102643200,112744594,9.00%,13,11,4,0,0,601-1602
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,1/15/2016 0:00,31,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",308.87,362.22,92.66,,,1.29,,AF,45541,60.00%,42.53,43,,100688092,117958217,14.60%,13,13,13,0,0,601-1601
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,12/15/2015 0:00,31,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",326.01,408.93,97.8,,,,,AF,45802,60.00%,44.89,45,,106227566,133273234,20.30%,27,27,27,0,0,601-1512
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,11/15/2015 0:00,30,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget",352.56,453.17,105.77,0,,,,AF,45802,60.00%,50.2,50,,115025554,147610697,22.10%,27,27,27,,0,601-1511
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,10/15/2015 0:00,31,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Increased conservation personnel,Increased conservation program budget",427.68,531.24,128.3,0,,,,AF,45802,60.00%,58.9,59,,139464412,173027109,19.40%,137,137,137,,0,601-1510
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,9/15/2015 0:00,30,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Increased conservation personnel,Increased conservation program budget",422.98,523.3,126.9,0,0,,,AF,45802,60.00%,60,60,,137835154,170420297,19.10%,30,30,30,,0,601-1509
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,8/15/2015 0:00,31,Yes,2,"Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Increased conservation personnel,Increased conservation program budget",413.1,547.29,123.93,0,0,,,AF,45802,60.00%,58.78,57,,134576640,178240732,24.50%,91,91,91,,0,601-1508
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,7/15/2015 0:00,31,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Increased conservation program budget",409.23,555.95,122.77,0,0,,,AF,45802,60.00%,58.65,56,,133273234,181173395,26.40%,90,90,90,,0,601-1507
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,6/15/2015 0:00,30,Yes,2,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Increased conservation personnel,Increased conservation program budget",425.99,532.3,127.8,0,0,,,AF,45802,60.00%,60.05,61,,138812709,173352960,19.90%,29,29,29,,0,601-1506
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,5/15/2015 0:00,31,Yes,3,,422.08,565.11,126.62,0,0,,,AF,45473,60.00%,58.54,59,,137509303,184106057,25.30%,57,57,57,,57,601-1505
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,4/15/2015 0:00,30,Yes,3,,410.6,467.1,,,,,,AF,45473,60.00%,58.8,59,,133924937,152172617,12.00%,114,108,114,,0,601-1504
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,3/15/2015 0:00,31,Yes,3,,398.21,422.61,,,,,,AF,45541,60.00%,55,55,,129688869,137835154,5.90%,34,34,9,,0,601-1503
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,2/15/2015 0:00,28,Yes,,,336.35,345.65,,,,,,AF,45473,60.00%,50,52,,109486080,112744594,2.90%,,,,,,601-1502
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,1/15/2015 0:00,31,Yes,,,376,362,,,,,,AF,45473,60.00%,,52,,122520137,117958217,-3.90%,,,,,,601-1501
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,12/15/2014 0:00,31,Yes,,,323.3,408.92,,,,,,AF,45473,60.00%,56,45,,105250012,133273234,21.00%,,,,,,601-1412
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,11/15/2014 0:00,30,Yes,,,400.55,453.17,,,,,,AF,45473,60.00%,56,57,,130666423,147610697,11.50%,,,,,,601-1411
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,7/15/2014 0:00,31,Yes,,,510,556,,,,,,AF,45119,60.00%,,71,,166184229,181173395,8.30%,,,,,,601-1407
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,6/15/2014 0:00,30,Yes,,,518,532,,,,,,AF,45473,60.00%,,74,,168791040,173352960,2.60%,,,,,,601-1406
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,4/15/2016 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",62046000,94180000,,,,,,G,14359,70.00%,100.82,101,,62046000,94180000,34.10%,23,45,121,0,46,602-1604
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,3/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",44750000,72715000,,,,,,G,14359,70.00%,70.37,70,,44750000,72715000,38.50%,32,56,60,,56,602-1603
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,2/15/2016 0:00,29,Yes,0,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",37082000,46826000,,,,,,G,14359,70.00%,62.34,62,,37082000,46826000,20.80%,46,102,87,,70,602-1602
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,1/15/2016 0:00,31,Yes,0,"Reduced allowed outdoor irrigation days,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget",35833000,47430000,,,,,,G,14359,70.00%,58.23,56,,35833000,47430000,24.50%,36,67,58,,53,602-1601
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,12/15/2015 0:00,31,Yes,0,"Reduced allowed outdoor irrigation days,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget",38731000,53135000,,,,,,G,14359,70.00%,60.91,61,,38731000,53135000,27.10%,41,53,68,0,56,602-1512
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,11/15/2015 0:00,30,Yes,0,"Reduced allowed outdoor irrigation days,Increased leak detection and repair actions,Increased conservation personnel",49074000,71453000,,,,,,G,14359,70.00%,79.7515,80,,49074000,71453000,31.30%,15,33,101,,48,602-1511
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,10/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Increased leak detection and repair actions,Increased conservation personnel",76067000,98742000,,,,,,G,14359,70.00%,119.62,120,,76067000,98742000,23.00%,10,53,151,0,91,602-1510
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,9/15/2015 0:00,30,Yes,2,"Increased leak detection and repair actions,Increased conservation program budget,Increased conservation program scope",95478000,121421000,,,,0,,G,14359,70.00%,155.15,155,,95478000,121421000,21.40%,31,42,195,,0,602-1509
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,8/15/2015 0:00,31,Yes,2,"Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation program budget,Increased conservation program scope",106493000,137152000,,,,,,G,14339,70.00%,167.7,168,,106493000,137152000,22.40%,28,66,162,,0,602-1508
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,7/15/2015 0:00,31,Yes,2,"Instituted new prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation program budget,Increased conservation program scope",104016000,150262000,,,,,,G,14339,70.00%,163.8,164,,104016000,150262000,30.80%,76,196,96,,0,602-1507
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,6/15/2015 0:00,30,Yes,2,,102105000,142404000,,,,,0,G,14339,70.00%,145,166,,102105000,142404000,28.30%,61,217,18,,0,602-1506
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,5/15/2015 0:00,31,Yes,2,,92079000,125397000,,,,0,,G,14339,70.00%,145,145,,92079000,125397000,26.60%,10,202,13,,0,602-1505
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,4/15/2015 0:00,30,Yes,2,,81965000,94184000,,,,,,G,14339,70.00%,133,133,,81965000,94184000,13.00%,5,9,0,,0,602-1504
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,2/15/2015 0:00,28,Yes,2,,41793000,47969000,,,,,,G,14339,70.00%,68,73,,41793000,47969000,12.90%,0,0,0,,0,602-1502
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,1/15/2015 0:00,31,Yes,2,,70707000,62584000,,,,,,G,14339,70.00%,115,111,,70707000,62584000,-13.00%,0,0,0,,0,602-1501
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,12/15/2014 0:00,31,Yes,3,,57293000,71453000,,,,,,G,13551,75.00%,105,102,,57293000,71453000,19.80%,0,0,0,,0,602-1412
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,11/15/2014 0:00,30,,2,,57293000,71453000,,,,,,G,14339,70.00%,93,93,,57293000,71453000,19.80%,0,0,0,,0,602-1411
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,10/15/2014 0:00,31,Yes,2,,90769000,98742000,,,,,,G,14339,70.00%,147,143,,90769000,98742000,8.10%,0,0,0,,0,602-1410
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,9/15/2014 0:00,30,Yes,2,,105535000,131421000,,,,,,G,14339,70.00%,171,172,,105535000,131421000,19.70%,0,0,0,,0,602-1409
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,8/15/2014 0:00,31,Yes,2,,119544000,137152000,,,,,,G,14339,70.00%,194,188,,119544000,137152000,12.80%,0,0,0,,0,602-1408
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,7/15/2014 0:00,31,Yes,2,,138105000,150262000,,,,,,G,14339,70.00%,224,217,,138105000,150262000,8.10%,0,0,0,,0,602-1407
"Kerman, City of",CA1010018,Tulare Lake,FRESNO,6/15/2014 0:00,30,Yes,,,135439000,142866000,,,,,,G,13551,75.00%,,250,,135439000,142866000,5.20%,,,,,,602-1406
La Palma  City of,CA3010100,South Coast,ORANGE,4/15/2016 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions",140.04,177.01,35.01,0,0,,,AF,15896,75.00%,71.77,72,,45619200,57675703,20.90%,16,36,32,0,0,603-1604
