INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
STONEY ISLAND AND 76TH,2632,7600 S STONY ISLAND A,12/14/2014,3,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
79TH AND KEDZIE,2443,3200 W 79TH ST,12/14/2014,2,1156402.644780165,1852104.649370984,41.749952001,-87.702448478,"(41.74995200142266, -87.70244847808695)"
CLARK AND IRVING PARK,1091,4000 N CLARK STREET,12/14/2014,2,1166736.149822904,1926699.323624709,41.954432441,-87.662446259,"(41.95443244141688, -87.66244625914061)"
HAMLIN AND LAKE,1881,300 N HAMLIN AVENUE,12/14/2014,5,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
CENTRAL AND IRVING PARK,1183,5600 W IRVING PARK ROAD,12/14/2014,2,1138281.535484986,1926078.647777633,41.953292847,-87.767065708,"(41.953292847298, -87.76706570775266)"
PULASKI AND IRVING PARK,1574,4000 W IRVING PARK RD,12/14/2014,7,1148988.727877253,1926320.954938409,41.953756874,-87.727698513,"(41.95375687447515, -87.72769851312907)"
WESTERN AND 71ST,2614,2400 W 71ST STREET,12/14/2014,1,1161584.506819846,1857557.788853485,41.764810388,-87.683308769,"(41.76481038827884, -87.68330876944678)"
AUSTIN AND ADDISON,1491,3600 N AUSTIN AVENUE,12/14/2014,2,1135691.599896458,1923335.967306169,41.945813215,-87.776652162,"(41.9458132146695, -87.77665216156436)"
ASHLAND AND DIVISION,1791,1200 N ASHLAND AVENUE,12/14/2014,8,1165466.997046718,1908083.767015974,41.903377468,-87.667643142,"(41.903377467566784, -87.66764314227497)"
ASHLAND AND 63RD,2681,6300 S ASHLAND AVE,12/14/2014,4,1166711.252809567,1862903.630015878,41.77937222,-87.664365347,"(41.77937222048469, -87.66436534741581)"
PULASKI AND FOSTER,1104,4000 W FOSTER AVE,12/14/2014,4,1148759.16134887,1934294.249006446,41.975640616,-87.728335469,"(41.975640616231914, -87.72833546926573)"
ROOSEVELT AND KOSTNER,2323,4400 W ROOSEVELT,12/14/2014,5,1147200.963258796,1894379.538078088,41.866140868,-87.73508956,"(41.866140867641654, -87.73508956008207)"
CICERO AND 47TH,2202,4700 S CICERO AVE,12/14/2014,2,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)"
FOSTER AND NAGLE,1031,5200 N NAGLE,12/14/2014,4,1132529.656558223,1934201.702060651,41.97568567,-87.788020406,"(41.97568566971868, -87.78802040620296)"
79TH AND HALSTED,2541,7900 S HALSTED STREET,12/14/2014,1,1172298.707400847,1852444.344822186,41.750549559,-87.644188368,"(41.750549559438944, -87.64418836784098)"
PULASKI AND IRVING PARK,1572,4000 N PULASKI ROAD,12/14/2014,3,1148970.255325552,1926313.600468643,41.953737051,-87.727766612,"(41.95373705144353, -87.72776661179896)"
CENTRAL AND LAKE,1743,5600 W LAKE STREET,12/14/2014,2,1138951.495695032,1902230.510465733,41.887838735,-87.765183663,"(41.887838735330206, -87.76518366338465)"
IRVING PARK AND KEDZIE,1354,3200 W IRVING PARK ROAD,12/14/2014,5,1154325.140302006,1926458.463197156,41.954029047,-87.708077494,"(41.95402904691877, -87.70807749383191)"
ROOSEVELT AND HALSTED,2233,800 W ROOSEVELT ROAD,12/14/2014,6,1171199.282357741,1894968.056393724,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
LASALLE AND KINZIE,1923,140 W KINZIE,12/14/2014,2,1175048.09765242,1903028.894760294,41.889297219,-87.632601648,"(41.88929721947309, -87.63260164817305)"
ELSTON AND LAWRENCE,1282,4800 N ELSTON AVENUE,12/14/2014,1,1145529.344259918,1931501.601268983,41.968039361,-87.740283894,"(41.96803936143674, -87.74028389448999)"
LINCOLN AND MCCORMICK,2751,6200 N LINCOLN AVENUE,12/14/2014,8,1152551.008921873,1941175.933038791,41.994450004,-87.714208439,"(41.9944500041165, -87.71420843920934)"
ELSTON AND FOSTER,1063,4932 W FOSTER AVENUE,12/14/2014,1,1142393.863544234,1934160.513830056,41.975394608,-87.751746599,"(41.975394608045924, -87.75174659886025)"
IRVING PARK AND LARAMIE,1533,5200 W IRVING PARK ROA,12/14/2014,6,,,,,
CENTRAL AND CHICAGO,1973,5600 W CHICAGO AVENUE,12/14/2014,2,1138858.856732452,1904825.827586656,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
CICERO AND FULLERTON,1472,2400 N CICERO AVE,12/14/2014,3,1143961.592189569,1915545.343094087,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)"
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,12/14/2014,1,,,,,
HALSTED AND 83RD,2641,8300 S HALSTED STREET,12/14/2014,1,1172378.202798089,1849790.199606783,41.743264491,-87.64397498,"(41.743264490643654, -87.64397498015705)"
WESTERN AND FOSTER,1074,2400 W FOSTER AVE,12/14/2014,8,1159379.402846887,1934502.712486132,41.97600019,-87.689275084,"(41.97600018976586, -87.68927508385399)"
PULASKI AND NORTH,1994,4000 W NORTH AVENUE,12/14/2014,1,1149456.2688422,1910376.774019002,41.909995582,-87.726394693,"(41.90999558160536, -87.72639469321471)"
CICERO AND NORTH,2034,4800 W NORTH AVENUE,12/14/2014,2,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)"
JEFFERY AND 79TH,2663,2000 E 79TH STREET,12/14/2014,1,1190922.804327671,1853026.181924232,41.751716559,-87.575923074,"(41.751716559267784, -87.57592307446549)"
KEDZIE AND 26TH,2382,2600 S KEDZIE AVENUE,12/14/2014,5,1155404.235510285,1886524.460033054,41.844424831,-87.705185452,"(41.84442483084393, -87.70518545233183)"
ROOSEVELT AND KOSTNER,2321,1200 S KOSTNER,12/14/2014,1,1147196.304001978,1894305.883269746,41.865938839,-87.735108549,"(41.8659388389088, -87.73510854901264)"
ASHLAND AND ARCHER,2301,3100 S ASHLAND AVENUE,12/14/2014,2,1166131.325337548,1884126.42490739,41.837622344,-87.665887181,"(41.83762234415814, -87.66588718054551)"
CALIFORNIA AND DEVON,1323,2800 W DEVON AVENUE,12/14/2014,2,1156484.528078038,1942377.980662191,41.997669523,-87.699706423,"(41.99766952286052, -87.69970642324591)"
HALSTED AND 95TH,2581,9500 S HALSTED STREET,12/14/2014,1,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)"
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,12/14/2014,4,,,,,
71ST AND ASHLAND,2394,1600 W 71ST,12/14/2014,7,1166890.012333149,1857674.2502247,41.765018306,-87.66385923,"(41.76501830555763, -87.66385923012646)"
ROOSEVELT AND PULASKI,2314,4000 W ROOSEVELT ROAD,12/14/2014,2,1149885.032049683,1894449.464076882,41.866281003,-87.72523422,"(41.866281002664536, -87.72523421983905)"
PULASKI AND PETERSON,1262,6000 N PULASKI ROAD,12/14/2014,1,1148598.016685695,1939584.645960177,41.990160923,-87.728790748,"(41.99016092280557, -87.72879074759867)"
HALSTED AND 103RD,2592,10300 S HALSTED STREE,12/14/2014,2,,,,,
AUSTIN AND IRVING PARK,1161,4000 N AUSTIN AVENUE,12/14/2014,1,1135599.956110927,1926006.862619986,41.953144059,-87.776925284,"(41.95314405904539, -87.77692528423394)"
CICERO AND NORTH,2033,4800 W NORTH AVENUE,12/14/2014,4,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)"
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,12/14/2014,4,,,,,
HALSTED AND NORTH,1761,1600 N HALSTED STREET,12/14/2014,6,1170678.283433825,1910880.991397547,41.910940644,-87.648419043,"(41.91094064391597, -87.64841904272998)"
DAMEN AND DIVERSEY,1464,2000 W DIVERSEY PARKWAY,12/14/2014,2,1162519.714934025,1918635.417634925,41.932394164,-87.678173031,"(41.93239416403691, -87.67817303087757)"
CICERO AND 47TH,2204,4800 W 47TH ST,12/14/2014,10,1145130.048925744,1873078.44198302,41.807727017,-87.743229366,"(41.80772701677172, -87.74322936566276)"
HALSTED AND MADISON,1871,1 S HALSTED STREET,12/14/2014,6,1171092.392868784,1900234.542088741,41.881717056,-87.647210539,"(41.88171705561901, -87.64721053920604)"
DAMEN AND FULLERTON,1663,2000 W FULLERTON AVE,12/14/2014,5,1162596.935552891,1915990.579747891,41.925134944,-87.677963546,"(41.92513494374925, -87.67796354553815)"
PULASKI AND DIVISION,1802,1200 N PULASKI ROAD,12/14/2014,3,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)"
COTTAGE GROVE AND 95TH,2603,800 E 95TH STREET,12/14/2014,2,1183230.529909316,1842186.614201556,41.722153939,-87.604447736,"(41.72215393877189, -87.60444773564429)"
4700 WESTERN,2141,4700 S WESTERN AVENUE,12/14/2014,7,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)"
KEDZIE AND 31ST,2134,3200 W 31ST STREET,12/14/2014,2,1155487.128005646,1883943.061106793,41.8373395,-87.704950558,"(41.83733950029648, -87.70495055800411)"
CENTRAL AND FULLERTON,1442,2400 N CENTRAL AVENUE,12/14/2014,1,1138603.468418662,1915431.058212414,41.924068922,-87.766141214,"(41.92406892227644, -87.76614121413186)"
115TH AND HALSTED,2552,11500 S HALSTED STREE,12/14/2014,15,,,,,
WESTERN AND PRATT,1301,6800 N WESTERN AVENUE,12/14/2014,5,1159043.160898631,1945096.218978482,42.005076123,-87.69021903,"(42.00507612272344, -87.69021903022175)"
119TH AND HALSTED,2404,800 W 119TH STREET,12/14/2014,1,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)"
DAMEN AND DIVERSEY,1462,2800 N DAMEN AVENUE,12/14/2014,1,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)"
CICERO AND ADDISON,1612,3600 N CICERO AVENUE,12/14/2014,2,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
CORTLAND AND ASHLAND,1723,1600 W CORTLAND ST,12/14/2014,1,1165377.660768235,1912768.773647285,41.916235337,-87.667837772,"(41.91623533746878, -87.66783777212962)"
FOSTER AND BROADWAY,1111,5200 N BROADWAY ST,12/14/2014,5,1167334.508577915,1934714.008346532,41.976412143,-87.660015082,"(41.97641214294823, -87.66001508205365)"
PULASKI AND CHICAGO,1983,4000 W CHICAGO AVENUE,12/14/2014,3,1149561.855939692,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)"
CENTRAL AND CHICAGO,1972,800 N CENTRAL AVENUE,12/14/2014,1,1138836.562608552,1904801.732832435,41.894896579,-87.765543258,"(41.89489657939746, -87.76554325845893)"
CANAL AND ROOSEVELT,2294,500 W ROOSEVELT ROAD,12/14/2014,4,1173290.72186561,1895021.166235495,41.867362693,-87.639293195,"(41.867362692616666, -87.63929319464197)"
BROADWAY/SHERIDAN AND DEVON,1123,1200 W DEVON AVE,12/14/2014,2,1167109.644248166,1942688.147952186,41.998298228,-87.660611661,"(41.99829822771884, -87.66061166063517)"
ASHLAND AND FULLERTON,1652,2400 N ASHLAND AVENUE,12/14/2014,10,1165228.073342838,1916032.319169157,41.92519389,-87.668294363,"(41.92519388981048, -87.66829436339881)"
115TH AND HALSTED,2553,800 W 115TH STREET,12/14/2014,1,1173010.735357888,1828632.242070332,41.685190056,-87.642279564,"(41.68519005571938, -87.64227956401977)"
HOLLYWOOD AND SHERIDAN,1344,1000 W HOLLYWOOD AVE,12/14/2014,21,1168580.228926466,1938090.295189338,41.985649799,-87.655335807,"(41.98564979859328, -87.65533580655139)"
CENTRAL AND LAKE,1742,400 N CENTRAL AVENUE,12/14/2014,5,1138928.478257537,1902217.926149854,41.887804621,-87.765268498,"(41.88780462053497, -87.76526849810371)"
PULASKI AND 63RD,2342,6300 S PULASKI RD,12/14/2014,4,1150746.00309079,1862516.747695325,41.778636469,-87.722906356,"(41.77863646878099, -87.72290635568541)"
STONY ISLAND/CORNELL AND 67TH,2731,6700 S CORNELL DRIVE,12/14/2014,2,1188316.454860734,1860851.137456735,41.77325149,-87.5852246,"(41.77325148959568, -87.58522459967712)"
DAMEN AND 63RD,2701,6300 S DAMEN AVENUE,12/14/2014,2,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)"
83RD AND STONY ISLAND,2562,8300 S STONY ISLAND A,12/14/2014,10,1188212.052384068,1850245.675393851,41.744151639,-87.585945067,"(41.744151639041974, -87.58594506695293)"
LARAMIE AND MADISON,2044,5200 W MADISON STREET,12/14/2014,9,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)"
CLARK AND FULLERTON,1632,2400 N CLARK ST,12/14/2014,1,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)"
63RD AND STATE,2714,1 E 63RD ST,12/14/2014,5,1177367.518733101,1863199.17768559,41.779949105,-87.625289553,"(41.779949104569106, -87.62528955333775)"
CICERO AND DIVERSEY,1694,4800 W DIVERSEY AVENUE,12/14/2014,2,1143869.848167704,1918226.043989398,41.93164142,-87.746719911,"(41.93164142040689, -87.7467199106462)"
KOSTNER AND NORTH,2012,4400 W GRAND AVE,12/14/2014,6,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)"
WENTWORTH AND GARFIELD,2264,200 W GARFIELD BLVD,12/14/2014,36,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)"
BELMONT AND KEDZIE,1372,3200 N KEDZIE AVE,12/14/2014,10,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)"
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,12/14/2014,2,,,,,
ASHLAND AND DIVERSEY,1621,2800 N ASHLAND AVENUE,12/14/2014,5,1165139.964068357,1918674.245501741,41.932445362,-87.66854285,"(41.93244536200095, -87.6685428496422)"
WESTERN AND FULLERTON,1671,2400 N WESTERN AVENUE,12/14/2014,11,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)"
CHICAGO AND CLARK,1963,100 W CHICAGO AVENUE,12/14/2014,6,1175374.528739575,1905745.47783364,41.896744347,-87.631321248,"(41.896744346875806, -87.63132124815151)"
HALSTED AND FULLERTON,1704,800 W FULLERTON AVENUE,12/14/2014,1,1170525.624723311,1916208.443992778,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)"
ROOSEVELT AND HALSTED,2234,800 W ROOSEVELT ROAD,12/14/2014,9,1171199.282357741,1894968.056393724,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
WESTERN AND PRATT,1302,6800 N WESTERN AVENUE,12/14/2014,7,1159043.160898631,1945096.218978482,42.005076123,-87.69021903,"(42.00507612272344, -87.69021903022175)"
CICERO AND CHICAGO,1783,4800 W CHICAGO AVENUE,12/14/2014,3,1144175.291152764,1904916.255225279,41.895112219,-87.745932427,"(41.89511221857764, -87.74593242701515)"
55TH and PULASKI,2242,5500 S PULASKI,12/14/2014,3,1150600.072649439,1867806.44512718,41.793155061,-87.723303765,"(41.793155060731024, -87.72330376464247)"
OGDEN AND KOSTNER,2222,2348 S KOSTNER AVENUE,12/14/2014,2,1147394.548182079,1887795.177782082,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)"
PULASKI AND DIVERSEY,1543,4000 W DIVERSEY AVENUE,12/14/2014,1,1149206.496130705,1918356.569267582,41.931897723,-87.72710503,"(41.9318977231462, -87.72710503045386)"
WESTERN AND ARMITAGE,1861,2000 N WESTERN AVENUE,12/14/2014,2,1160006.66733459,1913226.418158186,41.917603818,-87.687557878,"(41.91760381794161, -87.68755787755686)"
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,12/14/2014,1,,,,,
LAWRENCE AND WESTERN,1193,2400 W LAWRENCE AVENUE,12/14/2014,2,1159482.648570304,1931851.989492596,41.968724349,-87.688968727,"(41.96872434882172, -87.68896872699601)"
35TH AND WESTERN,2091,3500 S WESTERN,12/14/2014,1,1160894.949857101,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
WESTERN AND MARQUETTE,2672,6700 S WESTERN AVENUE,12/14/2014,13,1161488.747635042,1860134.788366884,41.771884028,-87.683588402,"(41.77188402771193, -87.68358840206334)"
MONTROSE AND WESTERN,1221,4400 N WESTERN AVENUE,12/14/2014,7,1159539.733234718,1929183.918095502,41.961401846,-87.688832623,"(41.961401846278505, -87.6888326227788)"
STATE AND 79TH,2654,1 E 79TH STREET,12/14/2014,16,1177680.113652821,1852598.313477786,41.750852096,-87.624463832,"(41.75085209551078, -87.62446383210285)"
WESTERN AND DEVON,1211,6400 N WESTERN AVENUE,12/14/2014,1,1159113.585759434,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)"
CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,12/14/2014,3,1173268.771030949,1894952.634878732,41.867175125,-87.639375813,"(41.86717512472001, -87.63937581258092)"
HOMAN/KIMBALL AND NORTH,1773,3400 W NORTH AVE,12/14/2014,1,1153386.578905125,1910465.87061722,41.910162847,-87.711953868,"(41.91016284680269, -87.71195386769125)"
LAFAYETTE AND 87TH,2502,8700 S LAFAYETTE AVEN,12/14/2014,10,1177417.493180297,1847243.988223464,41.73616511,-87.625587569,"(41.73616511008592, -87.62558756899932)"
CICERO AND I55,2252,4200 S CICERO AVENUE,12/14/2014,9,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
KEDZIE AND 71ST,2352,7100 S KEDZIE AVENUE,12/14/2014,2,1156225.540366296,1857330.103443232,41.764295037,-87.702957162,"(41.764295036756856, -87.70295716211793)"
OGDEN AND KOSTNER,2223,4400 W OGDEN AVENUE,12/14/2014,4,1147406.592439224,1887689.099869462,41.847777523,-87.734505969,"(41.84777752280453, -87.73450596874825)"
ADDISON AND HARLEM,1591,3600 N HARLEM AVENUE,12/14/2014,12,1127394.594070737,1923110.532422811,41.945338412,-87.807154769,"(41.94533841246591, -87.80715476912044)"
DIVERSEY AND AUSTIN,1453,6000 W DIVERSEY AVENUE,12/14/2014,1,1135895.736169343,1918029.70673837,41.931248624,-87.776028612,"(41.931248623643455, -87.77602861172493)"
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,12/14/2014,2,,,,,
CLARK AND IRVING PARK,1093,1300 W IRVING PARK ROAD,12/14/2014,10,1166777.545456989,1926719.73687357,41.954487567,-87.662293496,"(41.95448756687966, -87.66229349585691)"
CENTRAL AND ADDISON,1683,5600 W ADDISON STREET,12/14/2014,1,1138349.663302502,1923416.02157061,41.945985104,-87.766879952,"(41.94598510430888, -87.76687995165918)"
WESTERN AND ADDISON,1562,3600 N WESTERN AVENUE,12/14/2014,6,1159695.573342728,1923871.086283556,41.94681992,-87.688406662,"(41.94681991986288, -87.68840666206194)"
LAFAYETTE AND 87TH,2503,30 W 87TH STREET,12/14/2014,9,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)"
ELSTON AND LAWRENCE,1284,4440 W LAWRENCE AVENUE,12/14/2014,3,1145715.061027481,1931571.0474838,41.968226398,-87.739599251,"(41.96822639754791, -87.73959925065756)"
WESTERN AND CHICAGO,1943,2400 W CHICAGO AVE,12/14/2014,1,1160226.686812944,1905300.904544474,41.895851041,-87.686968935,"(41.895851041123755, -87.68696893468467)"
PULASKI AND ARMITAGE,1843,4000 W ARMITAGE AVENUE,12/14/2014,1,1149375.428872108,1913028.984273181,41.917275069,-87.726622746,"(41.91727506940875, -87.72662274644799)"
55TH AND KEDZIE,2163,3200 W 55TH STREET,12/14/2014,1,1155966.956993183,1868015.593764152,41.793622803,-87.703618141,"(41.79362280329978, -87.70361814062049)"
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,12/14/2014,3,,,,,
WESTERN AND CHICAGO,1941,800 N WESTERN AVE,12/14/2014,2,1160220.967978608,1905277.507115921,41.895786955,-87.686990586,"(41.89578695485361, -87.68699058611217)"
HAMLIN AND MADISON,1903,3800 W MADISON STREET,12/14/2014,5,1151032.709141294,1899784.033986533,41.880897273,-87.720881226,"(41.880897273491264, -87.72088122613924)"
CALIFORNIA AND DIVERSEY,1513,2800 W DIVERSEY,12/14/2014,3,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
IRVING PARK AND NARRAGANSETT,1023,6400 W IRVING PK,12/14/2014,1,1132945.939118726,1925946.304925137,41.953024751,-87.786683238,"(41.95302475075328, -87.78668323766634)"
STONY ISLAND/CORNELL AND 67TH,2721,6700 S STONY ISLAND A,12/14/2014,7,1187984.143047539,1860863.338367666,41.773292896,-87.586442368,"(41.77329289585066, -87.58644236831432)"
PULASKI AND MONTROSE,1294,4000 W MONTROSE AVENUE,12/14/2014,2,1148917.521854602,1928980.338532162,41.961055804,-87.727891206,"(41.96105580370759, -87.72789120598296)"
SACRAMENTO AND CHICAGO,1814,3000 W CHICAGO AVENUE,12/14/2014,1,1156075.266375505,1905216.604770718,41.895704525,-87.702218524,"(41.895704524946225, -87.70221852353758)"
CICERO AND I55,2251,4200 S CICERO AVENUE,12/14/2014,27,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
COLUMBUS AND ILLINOIS,1951,500 N COLUMBUS DRIVE,12/14/2014,7,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
99TH AND HALSTED,2431,9900 S HALSTED ST,12/14/2014,11,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
PULASKI AND MONTROSE,1292,4400 N PULASKI ROAD,12/15/2014,1,1148894.146173785,1928968.481843755,41.961023721,-87.727977456,"(41.961023721270585, -87.72797745595682)"
AUSTIN AND ADDISON,1493,6000 W ADDISON STREET,12/15/2014,1,1135698.173154422,1923360.229527805,41.945879676,-87.776627421,"(41.94587967559099, -87.77662742093737)"
