,zone,area,sub_area,pole,config_id,config_name,longitude,latitude,nearest_pothole_dist
3558,Uptown,Bankers Hill,400 ELM ST,EM-403,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16091200000001,32.723987,108.24049233149404
3559,Uptown,Bankers Hill,400 ELM ST,EM-407,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160812,32.723987,102.03719612250492
3560,Uptown,Bankers Hill,400 ELM ST,EM-413,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16069399999999,32.723987,95.38477457972617
3561,Uptown,Bankers Hill,400 ELM ST,EM-415,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16059399999999,32.723987,90.42499592391111
3562,Uptown,Bankers Hill,500 ELM ST,EM-500,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16011999999999,32.724142,61.541203290530696
3563,Uptown,Bankers Hill,500 ELM ST,EM-501,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16003300000001,32.723988,79.0270613050511
3564,Uptown,Bankers Hill,500 ELM ST,EM-502,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15993200000001,32.724142,63.99309449492538
3565,Uptown,Bankers Hill,500 ELM ST,EM-503,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15984499999999,32.723988,82.70615639453769
3566,Uptown,Bankers Hill,500 ELM ST,EM-504,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15975900000001,32.724142,70.19070990137583
3567,Uptown,Bankers Hill,500 ELM ST,EM-505,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159672,32.723988,89.0856137719534
3568,Uptown,Bankers Hill,500 ELM ST,EM-507,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159585,32.723988,93.19872888015477
3569,Uptown,Bankers Hill,100 FIR ST,FI-101,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16375500000001,32.725025,287.83132947410434
3570,Uptown,Bankers Hill,100 FIR ST,FI-103,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163655,32.725026,288.21025315967387
3571,Uptown,Bankers Hill,100 FIR ST,FI-105,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163555,32.725026,288.78230535042877
3572,Uptown,Bankers Hill,100 FIR ST,FI-107,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16343799999999,32.725027000000004,289.94514278768185
3573,Uptown,Bankers Hill,100 FIR ST,FI-111,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16333700000001,32.725027000000004,291.18266212989494
3574,Uptown,Bankers Hill,100 FIR ST,FI-113,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16323700000001,32.725028,292.8135006115506
3575,Uptown,Bankers Hill,100 FIR ST,FI-115,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163137,32.725028,285.14879563552194
3576,Uptown,Bankers Hill,300 FIR ST,FI-301,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161826,32.725034,164.23454215312583
3577,Uptown,Bankers Hill,300 FIR ST,FI-303,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16161000000001,32.725035,144.62631256010917
3578,Uptown,Bankers Hill,300 FIR ST,FI-325,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16141100000002,32.725035999999996,126.7399974435457
3579,Uptown,Bankers Hill,400 FIR ST,FI-400,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16102099999999,32.725190999999995,100.68504161706848
3580,Uptown,Bankers Hill,400 FIR ST,FI-402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160904,32.725190999999995,91.67791104582297
3581,Uptown,Bankers Hill,400 FIR ST,FI-413,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16081899999999,32.725037,75.6245363836716
3582,Uptown,Bankers Hill,400 FIR ST,FI-415,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160702,32.725037,66.3435873267326
3583,Uptown,Bankers Hill,400 FIR ST,FI-417,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160601,32.725037,58.799564464594006
3584,Uptown,Bankers Hill,400 FIR ST,FI-419,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160501,32.725037,51.95328446289508
3585,Uptown,Bankers Hill,400 FIR ST,FI-421,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1604,32.725038,46.04277112895526
3586,Uptown,Bankers Hill,500 FIR ST,FI-502,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16010800000001,32.725192,54.86722070768159
3587,Uptown,Bankers Hill,500 FIR ST,FI-503,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160003,32.725039,39.43021268486769
3588,Uptown,Bankers Hill,500 FIR ST,FI-504,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159898,32.725193,58.747071375758345
3589,Uptown,Bankers Hill,500 FIR ST,FI-505,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159793,32.72504,48.77513418088438
3590,Uptown,Bankers Hill,500 FIR ST,FI-507,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15968799999999,32.72504,55.47397140623022
3591,Uptown,Bankers Hill,500 FIR ST,FI-513,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15958300000001,32.725041,63.069491481195584
3592,Uptown,Bankers Hill,400 GRAPE ST,GP-400,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16108,32.726247,89.60910971535215
3593,Uptown,Bankers Hill,400 GRAPE ST,GP-402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16101299999998,32.726247,83.85286377383638
3594,Uptown,Bankers Hill,400 GRAPE ST,GP-404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16096200000001,32.726247,79.52419918057832
3595,Uptown,Bankers Hill,400 GRAPE ST,GP-406,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16091200000001,32.726248,75.28241823137736
3596,Uptown,Bankers Hill,400 GRAPE ST,GP-408,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160845,32.726248,69.761129811984
3597,Uptown,Bankers Hill,400 GRAPE ST,GP-410,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160794,32.726248999999996,65.59143414887313
3598,Uptown,Bankers Hill,400 GRAPE ST,GP-412,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160744,32.726248999999996,61.65021029453306
3599,Uptown,Bankers Hill,400 GRAPE ST,GP-414,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160677,32.72625,56.47985702951071
3600,Uptown,Bankers Hill,400 GRAPE ST,GP-416,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160627,32.72625,52.831961544933485
3601,Uptown,Bankers Hill,400 GRAPE ST,GP-418,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160576,32.72625,49.29209188493347
3602,Uptown,Bankers Hill,400 GRAPE ST,GP-420,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160509,32.726251,44.90682839620435
3603,Uptown,Bankers Hill,400 GRAPE ST,GP-422,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160459,32.726251,42.016359604496046
3604,Uptown,Bankers Hill,400 GRAPE ST,GP-424,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160408,32.726252,39.32897017044782
3605,Uptown,Bankers Hill,400 GRAPE ST,GP-426,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16034099999999,32.726252,36.59136705205447
3606,Uptown,Bankers Hill,500 GRAPE ST,GP-503,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.160142,32.7261,51.16252825439809
3607,Uptown,Bankers Hill,500 GRAPE ST,GP-505,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16005,32.726101,52.63914602273597
3608,Uptown,Bankers Hill,500 GRAPE ST,GP-507,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159974,32.726102000000004,54.84222895671716
3609,Uptown,Bankers Hill,500 GRAPE ST,GP-509,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1599,32.726134,54.769669687113335
3610,Uptown,Bankers Hill,500 GRAPE ST,GP-511,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159972,32.726459000000006,23.895843476061454
3611,Uptown,Bankers Hill,500 GRAPE ST,GP-513,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159873,32.726141,55.45091978925117
3612,Uptown,Bankers Hill,500 GRAPE ST,GP-515,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15971499999999,32.726077000000004,70.02376642290982
3613,Uptown,Bankers Hill,500 GRAPE ST,GP-517,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15988200000001,32.726103,58.58679209290388
3614,Uptown,Bankers Hill,500 GRAPE ST,GP-519,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159806,32.726104,62.397646246612716
3615,Uptown,Bankers Hill,500 GRAPE ST,GP-521,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159714,32.726105,67.74714089632597
3616,Uptown,Bankers Hill,500 GRAPE ST,GP-523,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15963799999999,32.726105,72.70585567577679
3617,Uptown,Bankers Hill,300 HAWTHORN ST,HA-300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16194399999999,32.727129999999995,175.43239258356857
3618,Uptown,Bankers Hill,300 HAWTHORN ST,HA-302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16186100000002,32.727131,168.2438977701999
3619,Uptown,Bankers Hill,300 HAWTHORN ST,HA-304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16176100000001,32.727131,159.60339345645676
3620,Uptown,Bankers Hill,300 HAWTHORN ST,HA-306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161677,32.727131,152.41203062504687
3621,Uptown,Bankers Hill,300 HAWTHORN ST,HA-320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16157700000001,32.727132,143.99250603344782
3622,Uptown,Bankers Hill,300 HAWTHORN ST,HA-322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16149399999999,32.727132,137.05543557782855
3623,Uptown,Bankers Hill,300 HAWTHORN ST,HA-324,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161394,32.727133,128.87974338895248
3624,Uptown,Bankers Hill,300 HAWTHORN ST,HA-326,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16131100000001,32.727133,122.1763674726211
3625,Uptown,Bankers Hill,400 HAWTHORN ST,HA-414,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160968,32.727135,96.35113881433998
3626,Uptown,Bankers Hill,400 HAWTHORN ST,HA-416,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160801,32.727135,85.26355777383192
3627,Uptown,Bankers Hill,400 HAWTHORN ST,HA-418,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160633,32.727136,75.84501761557661
3628,Uptown,Bankers Hill,400 HAWTHORN ST,HA-420,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16046499999999,32.727137,68.7801580930379
3629,Uptown,Bankers Hill,500 HAWTHORN ST,HA-500,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16014799999999,32.727138000000004,62.854485959119984
3630,Uptown,Bankers Hill,500 HAWTHORN ST,HA-501,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160087,32.727292,56.508486290553115
3631,Uptown,Bankers Hill,500 HAWTHORN ST,HA-502,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160008,32.727139,49.965072248297474
3632,Uptown,Bankers Hill,500 HAWTHORN ST,HA-503,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15994599999999,32.727292999999996,43.4133961526098
3633,Uptown,Bankers Hill,500 HAWTHORN ST,HA-504,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15986699999999,32.727139,37.1787071448296
3634,Uptown,Bankers Hill,500 HAWTHORN ST,HA-505,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159806,32.727292999999996,30.488839470811897
3635,Uptown,Bankers Hill,500 HAWTHORN ST,HA-506,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159727,32.727140000000006,24.878226315349725
3636,Uptown,Bankers Hill,500 HAWTHORN ST,HA-508,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15966499999999,32.727140000000006,19.796516003917777
3637,Uptown,Bankers Hill,500 HAWTHORN ST,HA-510,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15958700000002,32.727140000000006,14.21866587605778
3638,Uptown,Bankers Hill,500 HAWTHORN ST,HA-514,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159524,32.727140999999996,11.160306253249997
3639,Uptown,Bankers Hill,300 IVY ST,IV-300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161922,32.728328999999995,107.1326519348278
3640,Uptown,Bankers Hill,300 IVY ST,IV-302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161772,32.728328999999995,110.2245817762594
3641,Uptown,Bankers Hill,300 IVY ST,IV-322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161556,32.728406,109.9003020351321
3642,Uptown,Bankers Hill,300 IVY ST,IV-324,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161474,32.728312,122.71532066760372
3643,Uptown,Bankers Hill,300 IVY ST,IV-326,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16141699999999,32.728321,124.50873442614402
3644,Uptown,Bankers Hill,400 IVY ST,IV-418,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161029,32.728333,145.637065376869
3645,Uptown,Bankers Hill,400 IVY ST,IV-420,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16091100000001,32.728333,148.28341549637128
3646,Uptown,Bankers Hill,400 IVY ST,IV-422,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160793,32.728334000000004,142.9678490885834
3647,Uptown,Bankers Hill,400 IVY ST,IV-424,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16065800000001,32.728334000000004,137.84417919434154
3648,Uptown,Bankers Hill,400 IVY ST,IV-426,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16053899999999,32.728334999999994,134.05115123002162
3649,Uptown,Bankers Hill,400 IVY ST,IV-428,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160421,32.728334999999994,131.22800489553939
3650,Uptown,Bankers Hill,500 IVY ST,IV-501,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160072,32.728183,118.32786418295271
3651,Uptown,Bankers Hill,500 IVY ST,IV-503,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15991399999999,32.728184999999996,112.45211306735234
3652,Uptown,Bankers Hill,500 IVY ST,IV-511,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159756,32.728186,108.18780069749421
3653,Uptown,Bankers Hill,500 IVY ST,IV-513,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159599,32.728187,105.84926863900981
3654,Uptown,Bankers Hill,100 JUNIPER ST,JN-100,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163652,32.729358000000005,145.4570398377592
3655,Uptown,Bankers Hill,100 JUNIPER ST,JN-102,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163458,32.72936,127.32743147904948
3656,Uptown,Bankers Hill,100 JUNIPER ST,JN-104,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163248,32.729363,107.72899258418069
3657,Uptown,Bankers Hill,500 JUNIPER ST,JN-524,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15983600000001,32.729382,29.095465511344138
3658,Uptown,Bankers Hill,300 KALMIA ST,KL-300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16199099999999,32.730422999999995,126.76574890218573
3659,Uptown,Bankers Hill,300 KALMIA ST,KL-302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16190700000001,32.730424,127.76333929422343
3660,Uptown,Bankers Hill,300 KALMIA ST,KL-304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161823,32.730424,129.12498702197112
3661,Uptown,Bankers Hill,300 KALMIA ST,KL-316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16174,32.730425,131.02912400442978
3662,Uptown,Bankers Hill,300 KALMIA ST,KL-318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16165600000001,32.730426,133.38971533653893
3663,Uptown,Bankers Hill,300 KALMIA ST,KL-320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16157199999999,32.730426,136.06185159694866
3664,Uptown,Bankers Hill,300 KALMIA ST,KL-322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16148899999999,32.730427,139.19072586583758
3665,Uptown,Bankers Hill,300 KALMIA ST,KL-324,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161405,32.730427,142.61974289477487
3666,Uptown,Bankers Hill,300 KALMIA ST,KL-326,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161322,32.730428,146.44123570779948
3667,Uptown,Bankers Hill,400 KALMIA ST,KL-400,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161079,32.730429,137.53098318609358
3668,Uptown,Bankers Hill,400 KALMIA ST,KL-402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16101100000002,32.73043,133.53517712622116
3669,Uptown,Bankers Hill,400 KALMIA ST,KL-404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160927,32.73043,128.75271586861183
3670,Uptown,Bankers Hill,400 KALMIA ST,KL-406,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16086000000001,32.73043,125.1621609578592
3671,Uptown,Bankers Hill,400 KALMIA ST,KL-408,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160776,32.730431,121.0661020698228
3672,Uptown,Bankers Hill,400 KALMIA ST,KL-418,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16070800000001,32.730431,117.95165819317387
3673,Uptown,Bankers Hill,400 KALMIA ST,KL-420,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160624,32.730431,114.47763875515594
3674,Uptown,Bankers Hill,400 KALMIA ST,KL-422,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16055700000001,32.730432,112.12949666763078
3675,Uptown,Bankers Hill,400 KALMIA ST,KL-424,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160473,32.730432,109.49101117919287
3676,Uptown,Bankers Hill,400 KALMIA ST,KL-426,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16040500000001,32.730432,107.7295906703233
3677,Uptown,Bankers Hill,400 KALMIA ST,KL-428,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160549,32.730391,107.63017245874427
3678,Uptown,Bankers Hill,500 KALMIA ST,KL-507,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159842,32.730281,91.34615545262918
3679,Uptown,Bankers Hill,300 LAUREL ST,LA-300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16201699999999,32.731460999999996,92.60478925864
3680,Uptown,Bankers Hill,300 LAUREL ST,LA-301,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16194899999999,32.731308,105.51482782989923
3681,Uptown,Bankers Hill,300 LAUREL ST,LA-302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16186499999999,32.731462,105.9855176766622
3682,Uptown,Bankers Hill,300 LAUREL ST,LA-304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161798,32.731462,111.9656001872788
3683,Uptown,Bankers Hill,300 LAUREL ST,LA-305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161746,32.731309,122.53259620749472
3684,Uptown,Bankers Hill,300 LAUREL ST,LA-306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16166299999999,32.731463,124.07479601372745
3685,Uptown,Bankers Hill,300 LAUREL ST,LA-307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16159499999999,32.731309,135.5674956687964
3686,Uptown,Bankers Hill,300 LAUREL ST,LA-308,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161528,32.731464,136.28222277478486
3687,Uptown,Bankers Hill,300 LAUREL ST,LA-310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16144399999999,32.731464,143.93227595981986
3688,Uptown,Bankers Hill,300 LAUREL ST,LA-312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161377,32.731464,150.05046121876933
3689,Uptown,Bankers Hill,300 LAUREL ST,LA-315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161325,32.731311,159.27954027491774
3690,Uptown,Bankers Hill,400 LAUREL ST,LA-400,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161101,32.731466,175.331215536293
3691,Uptown,Bankers Hill,400 LAUREL ST,LA-402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16103400000001,32.731466,181.50258932691898
3692,Uptown,Bankers Hill,400 LAUREL ST,LA-404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16095,32.731466,189.24972126662695
3693,Uptown,Bankers Hill,400 LAUREL ST,LA-405,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160899,32.731312,197.55467491545465
3694,Uptown,Bankers Hill,400 LAUREL ST,LA-406,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160816,32.731466999999995,201.61009165880193
3695,Uptown,Bankers Hill,400 LAUREL ST,LA-407,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160749,32.731313,210.45679965712273
3696,Uptown,Bankers Hill,400 LAUREL ST,LA-408,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160683,32.731466999999995,213.91749257240087
3697,Uptown,Bankers Hill,400 LAUREL ST,LA-409,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16061499999999,32.731314000000005,207.39124962579737
3698,Uptown,Bankers Hill,400 LAUREL ST,LA-410,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160532,32.731468,217.7058788432559
3699,Uptown,Bankers Hill,400 LAUREL ST,LA-411,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160481,32.731314000000005,204.94069818773167
3700,Uptown,Bankers Hill,400 LAUREL ST,LA-412,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160398,32.731469,217.65521956381045
3701,Uptown,Bankers Hill,300 MAPLE ST,MP-300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16201000000001,32.732506,120.017230331162
3702,Uptown,Bankers Hill,300 MAPLE ST,MP-302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161942,32.732506,124.7173215951762
3703,Uptown,Bankers Hill,300 MAPLE ST,MP-304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16185800000001,32.732506,130.71889941689875
3704,Uptown,Bankers Hill,300 MAPLE ST,MP-306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16179,32.732506,135.71731244468782
3705,Uptown,Bankers Hill,300 MAPLE ST,MP-308,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16170600000001,32.732506,142.04363680685452
3706,Uptown,Bankers Hill,300 MAPLE ST,MP-310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16163799999998,32.732506,147.27401838165545
3707,Uptown,Bankers Hill,300 MAPLE ST,MP-312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16155400000001,32.732506,143.9482333409479
3708,Uptown,Bankers Hill,300 MAPLE ST,MP-314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16148600000001,32.732506,139.55202333336683
3709,Uptown,Bankers Hill,300 MAPLE ST,MP-316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161402,32.732506,134.34015737390595
3710,Uptown,Bankers Hill,300 MAPLE ST,MP-318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16133400000001,32.732506,130.3166579657261
3711,Uptown,Bankers Hill,400 MAPLE ST,MP-404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16105900000001,32.732507,116.10951292782899
3712,Uptown,Bankers Hill,400 MAPLE ST,MP-406,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16094199999999,32.732508,111.27220752611004
3713,Uptown,Bankers Hill,400 MAPLE ST,MP-411,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160824,32.732354,123.79286434625394
3714,Uptown,Bankers Hill,400 MAPLE ST,MP-413,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16070800000001,32.732355,121.27579430532228
3715,Uptown,Bankers Hill,500 MAPLE ST,MP-503,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16073700000001,32.730222,99.63704285878659
3716,Uptown,Bankers Hill,500 MAPLE ST,MP-507,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160004,32.732357,127.04280701110115
3717,Uptown,Bankers Hill,100 NUTMEG ST,NU-100,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163754,32.733543,76.69654428405762
3718,Uptown,Bankers Hill,100 NUTMEG ST,NU-102,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16358899999999,32.733545,61.88086575950407
3719,Uptown,Bankers Hill,100 NUTMEG ST,NU-114,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16342399999999,32.733546000000004,47.43436400457716
3720,Uptown,Bankers Hill,100 NUTMEG ST,NU-116,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16325900000001,32.733546999999994,33.89445196310246
3721,Uptown,Bankers Hill,300 NUTMEG ST,NU-300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162043,32.733553,88.15103929708832
3722,Uptown,Bankers Hill,300 NUTMEG ST,NU-301,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16200900000001,32.733399,89.13902505955622
3723,Uptown,Bankers Hill,300 NUTMEG ST,NU-302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16195900000001,32.733553,95.83792235149684
